,0
2020-11-23 21:01:35,67.636
2020-11-23 21:01:53,67.334
2020-11-23 23:24:39,67.659
2020-11-23 23:25:17,67.308
2020-11-23 23:25:20,67.823
2020-11-23 23:28:26,69.034
2020-11-23 23:29:48,68.591
2020-11-23 23:29:55,68.501
2020-11-23 23:30:16,68.574
2020-11-23 23:30:19,69.191
2020-11-23 23:30:40,68.935
2020-11-23 23:37:56,67.355
2020-11-23 23:39:33,56.228
2020-11-24 00:02:41,54.927
2020-11-24 00:17:22,68.292
2020-11-24 00:22:27,69.748
2020-11-24 00:23:26,70.473
2020-11-24 00:25:18,55.817
2020-11-24 00:28:11,53.808
2020-11-24 00:52:34,55.412
2020-11-24 01:22:31,55.026
2020-11-24 01:52:28,57.02
2020-11-24 02:22:24,42.281
2020-11-24 09:35:31,54.032
2020-11-24 09:38:33,69.016
2020-11-24 09:40:19,53.877
2020-11-24 09:59:22,54.979
2020-11-24 10:00:40,56.004
2020-11-24 10:00:54,54.625
2020-11-24 10:04:12,68.0
2020-11-24 10:05:40,68.047
2020-11-24 10:06:13,70.141
2020-11-24 10:18:03,70.933
2020-11-24 10:18:12,69.94
2020-11-25 00:35:41,57.506
2020-11-25 08:23:23,64.599
2020-11-25 08:24:08,63.139
2020-11-25 08:30:02,57.904
2020-11-25 08:31:42,51.601
2020-11-25 08:58:54,54.777
2020-11-25 09:04:13,49.15
2020-11-25 09:04:46,49.388
2020-11-25 09:04:50,56.083
2020-11-25 09:08:39,47.209
2020-11-25 09:13:55,58.261
2020-11-25 09:33:15,50.289
2020-11-25 09:47:34,72.404
2020-11-25 09:49:13,66.178
2020-11-25 09:49:16,51.689
2020-11-25 09:58:48,55.14
2020-11-25 09:59:15,51.655
2020-11-25 10:06:12,44.911
2020-11-25 10:06:39,70.397
2020-11-25 10:06:45,43.835
2020-11-25 10:07:30,51.416
2020-11-25 10:08:19,53.024
2020-11-25 10:13:54,56.615
2020-11-25 10:16:39,60.02
2020-11-25 10:25:27,55.242
2020-11-25 10:26:43,64.756
2020-11-25 10:26:46,57.205
2020-11-25 10:30:03,51.92
2020-11-25 12:48:03,0.0
2020-11-25 12:50:11,40.679
2020-11-25 12:51:39,20.543
2020-11-25 12:51:46,68.562
2020-11-25 12:51:52,38.157
2020-11-25 12:58:30,0.0
2020-11-25 13:00:24,0.0
2020-11-25 13:01:27,55.861
2020-11-25 13:05:16,61.272
2020-11-25 13:11:08,70.676
2020-11-25 13:26:57,56.989
2020-11-25 13:55:03,59.492
2020-11-25 18:44:17,56.726
2020-11-25 18:46:23,60.288
2020-11-25 18:46:44,63.745
2020-11-25 18:49:24,74.33
2020-11-25 21:05:17,69.529
2020-11-25 21:25:33,63.961
2020-11-25 21:25:39,60.466
2020-11-25 21:25:45,67.359
2020-11-25 21:26:12,62.416
2020-11-25 21:27:50,46.535
2020-11-26 09:52:57,39.405
2020-11-26 09:53:17,50.177
2020-11-26 10:22:51,52.494
2020-11-26 15:56:32,56.944
2020-11-26 15:58:48,64.152
2020-11-26 16:06:54,55.972
2020-11-26 16:11:04,65.236
2020-11-26 16:11:30,58.229
2020-11-26 16:15:13,49.181
2020-11-26 16:16:58,0.0
2020-11-26 16:22:19,54.365
2020-11-26 16:29:01,66.152
2020-11-26 16:30:49,71.35
2020-11-26 16:32:59,70.448
2020-11-26 16:36:14,70.427
2020-11-26 16:36:20,74.801
2020-11-26 16:36:54,78.107
2020-11-26 16:36:57,75.788
2020-11-26 16:37:00,75.066
2020-11-26 16:37:06,72.896
2020-11-26 16:37:09,72.29
2020-11-26 16:37:39,70.736
2020-11-26 16:37:42,75.813
2020-11-26 16:37:48,71.988
2020-11-26 16:43:24,76.008
2020-11-26 16:57:44,74.521
2020-11-26 16:57:47,81.011
2020-11-26 16:57:50,78.946
2020-11-26 16:57:59,72.168
2020-11-26 17:04:37,72.261
2020-11-26 17:05:55,71.896
2020-11-26 17:06:28,67.964
2020-11-27 10:46:25,62.018
2020-11-27 11:16:22,65.498
2020-11-27 11:32:14,61.268
2020-11-27 11:32:30,55.339
2020-11-27 11:39:44,68.399
2020-11-27 11:49:42,66.202
2020-11-27 11:50:15,65.23
2020-11-27 11:50:21,74.159
2020-11-27 11:58:29,72.702
2020-11-27 11:59:23,73.778
2020-11-27 12:10:40,71.561
2020-11-27 12:12:13,72.018
2020-11-27 12:12:22,71.552
2020-11-27 12:14:35,72.477
2020-11-27 12:15:05,72.918
2020-11-27 12:17:53,77.11
2020-11-27 12:41:33,72.826
2020-11-27 12:41:55,67.926
2020-11-27 12:42:16,56.525
2020-11-27 12:47:49,66.206
2020-11-27 12:48:18,57.451
2020-11-27 12:53:32,45.895
2020-11-27 12:54:19,49.012
2020-11-27 12:54:49,46.049
2020-11-27 12:55:07,45.539
2020-11-27 12:55:50,46.834
2020-11-27 12:56:01,47.902
2020-11-27 12:57:02,48.839
2020-11-27 12:57:26,47.532
2020-11-27 12:58:35,47.313
2020-11-27 12:58:44,49.397
2020-11-27 13:21:30,47.256
2020-11-27 13:24:22,48.528
2020-11-27 13:24:29,44.529
2020-11-27 13:24:41,47.718
2020-11-27 13:25:23,47.258
2020-11-27 15:59:19,59.353
2020-11-27 16:01:46,51.583
2020-11-27 16:08:35,55.587
2020-11-27 16:10:35,46.976
2020-11-27 16:10:52,65.434
2020-11-27 16:20:29,56.846
2020-11-27 16:22:59,50.401
2020-11-27 16:27:31,51.203
2020-11-27 20:25:02,66.548
2020-11-27 20:27:44,74.718
2020-11-27 20:27:47,73.994
2020-11-27 20:28:35,73.572
2020-11-27 20:28:38,75.638
2020-11-27 20:33:46,74.158
2020-11-27 20:33:55,74.609
2020-11-27 20:49:12,64.439
2020-11-27 20:51:27,60.255
2020-11-28 11:13:13,58.506
2020-11-28 11:13:58,60.701
2020-11-28 11:20:36,50.588
2020-11-28 11:21:12,56.558
2020-11-28 11:28:19,60.145
2020-11-28 11:28:49,53.351
2020-11-28 11:28:52,56.038
2020-11-28 11:38:16,51.153
2020-11-28 11:49:18,57.249
2020-11-28 12:13:02,58.761
2020-11-28 12:25:19,55.797
2020-11-28 15:53:43,63.547
2020-11-28 19:13:31,70.432
2020-11-28 19:19:16,70.005
2020-11-28 19:19:22,69.409
2020-11-28 19:20:10,63.667
2020-11-28 19:20:13,71.633
2020-11-28 19:21:10,70.59
2020-11-28 19:21:16,68.564
2020-11-28 19:22:41,70.82
2020-11-28 19:23:32,68.645
2020-11-29 03:02:54,57.477
2020-11-29 15:14:19,57.838
2020-11-29 15:20:05,71.051
2020-11-29 15:23:03,70.961
2020-11-29 15:28:46,75.606
2020-11-29 15:28:49,69.026
2020-11-29 15:45:55,71.657
2020-11-29 16:14:13,68.321
2020-11-29 16:18:17,68.793
2020-11-29 16:18:44,69.373
2020-11-29 16:34:05,67.184
2020-11-29 16:39:06,70.709
2020-11-29 16:55:26,68.314
2020-11-29 16:55:37,67.168
2020-11-29 16:56:31,62.226
2020-11-29 16:57:10,62.717
2020-11-29 16:57:22,65.277
2020-11-29 16:57:34,65.288
2020-11-29 17:14:09,64.247
2020-11-29 17:37:17,59.067
2020-11-29 22:47:04,77.178
2020-11-29 23:51:01,75.812
2020-11-29 23:52:56,71.72
2020-11-29 23:53:02,76.618
2020-11-29 23:53:05,75.578
2020-11-29 23:53:14,77.234
2020-11-29 23:53:56,76.551
2020-11-29 23:54:20,60.026
2020-11-29 23:54:59,69.807
2020-11-29 23:59:12,39.801
2020-11-30 00:00:29,54.768
2020-11-30 00:02:33,48.09
2020-11-30 00:05:29,48.323
2020-11-30 00:06:46,55.383
2020-11-30 00:36:44,53.18
2020-11-30 08:07:39,61.547
2020-11-30 08:30:04,62.731
2020-11-30 08:32:17,62.346
2020-11-30 08:42:14,59.607
2020-11-30 09:07:04,24.401
2020-11-30 09:47:58,51.573
2020-11-30 10:11:09,52.798
2020-11-30 10:14:04,62.0
2020-11-30 10:23:19,59.689
2020-11-30 10:28:11,53.752
2020-11-30 10:29:17,60.167
2020-11-30 10:30:02,61.573
2020-11-30 10:39:04,60.541
2020-11-30 10:40:10,61.05
2020-11-30 10:40:19,59.975
2020-11-30 10:40:25,60.746
2020-11-30 10:40:43,61.012
2020-11-30 10:41:37,61.376
2020-11-30 10:41:55,53.732
2020-11-30 11:56:54,70.781
2020-11-30 12:13:25,75.749
2020-11-30 12:14:04,67.811
2020-11-30 12:28:16,64.499
2020-11-30 12:40:06,68.896
2020-11-30 12:56:00,65.262
2020-11-30 12:56:28,67.933
2020-11-30 13:09:03,62.518
2020-11-30 13:09:06,65.553
2020-11-30 13:10:54,66.666
2020-11-30 13:11:22,62.132
2020-11-30 13:40:00,67.1
2020-11-30 13:50:02,66.865
2020-11-30 13:55:02,66.712
2020-11-30 14:02:15,64.188
2020-11-30 14:11:02,70.195
2020-11-30 14:20:07,69.917
2020-11-30 14:20:22,66.767
2020-11-30 14:46:57,66.939
2020-11-30 15:00:48,68.401
2020-11-30 15:01:00,68.404
2020-11-30 15:05:10,67.668
2020-11-30 15:05:16,67.799
2020-11-30 15:05:49,66.703
2020-11-30 15:16:12,64.431
2020-11-30 20:34:14,61.645
2020-11-30 23:12:05,62.665
2020-11-30 23:20:40,59.72
2020-12-01 12:38:54,67.707
2020-12-01 18:01:53,60.377
2020-12-01 18:31:53,68.026
2020-12-01 18:42:01,64.657
2020-12-02 10:02:25,53.704
2020-12-02 10:09:19,46.652
2020-12-02 10:30:04,44.495
2020-12-02 10:34:20,50.532
2020-12-02 10:39:00,39.721
2020-12-02 10:39:06,44.134
2020-12-02 10:44:00,63.511
2020-12-02 10:45:21,56.483
2020-12-02 10:45:54,66.679
2020-12-02 10:47:21,62.944
2020-12-02 10:52:01,67.843
2020-12-02 10:52:58,66.347
2020-12-02 10:53:35,63.34
2020-12-02 10:53:40,61.339
2020-12-02 11:06:31,56.377
2020-12-02 11:06:43,54.444
2020-12-02 11:28:59,50.444
2020-12-02 11:36:46,54.574
2020-12-02 11:38:31,53.491
2020-12-02 12:00:03,53.872
2020-12-02 12:04:34,58.65
2020-12-02 12:05:34,57.152
2020-12-02 12:05:40,57.211
2020-12-02 12:05:46,52.757
2020-12-02 12:09:05,51.974
2020-12-02 12:09:20,52.646
2020-12-02 12:12:09,56.03
2020-12-02 12:12:45,56.459
2020-12-02 12:13:18,56.504
2020-12-02 12:13:21,56.293
2020-12-02 12:15:06,55.831
2020-12-02 12:18:07,55.644
2020-12-02 12:33:10,50.786
2020-12-02 12:33:13,48.25
2020-12-02 12:36:10,53.048
2020-12-02 12:36:43,52.801
2020-12-02 12:37:41,51.726
2020-12-02 12:37:53,57.991
2020-12-02 12:40:32,58.583
2020-12-02 12:40:35,63.781
2020-12-02 12:43:48,67.94
2020-12-02 13:35:23,57.744
2020-12-02 13:54:57,34.96
2020-12-02 13:55:03,56.376
2020-12-02 14:17:43,60.017
2020-12-02 14:18:12,54.846
2020-12-02 14:44:55,55.626
2020-12-02 15:06:56,63.047
2020-12-02 15:14:25,61.233
2020-12-03 00:22:54,62.086
2020-12-03 00:25:16,56.313
2020-12-03 12:37:54,50.575
2020-12-03 12:44:01,48.846
2020-12-03 12:46:13,52.28
2020-12-03 13:07:49,52.282
2020-12-03 13:10:57,56.779
2020-12-03 13:11:30,49.44
2020-12-03 13:40:05,41.815
2020-12-03 17:00:19,64.732
2020-12-03 17:13:35,66.908
2020-12-03 17:13:38,56.24
2020-12-03 17:15:32,62.953
2020-12-03 17:30:19,74.18
2020-12-03 17:30:37,68.362
2020-12-03 17:34:15,78.708
2020-12-03 22:54:12,71.082
2020-12-03 23:16:47,63.359
2020-12-03 23:16:50,64.234
2020-12-04 09:23:46,64.604
2020-12-04 09:42:16,62.763
2020-12-04 09:43:41,55.444
2020-12-04 09:44:32,53.947
2020-12-04 09:44:35,56.187
2020-12-04 09:44:41,58.62
2020-12-04 09:46:13,57.321
2020-12-04 09:48:05,60.042
2020-12-04 09:49:52,61.044
2020-12-04 09:50:28,59.758
2020-12-04 09:54:44,55.474
2020-12-04 09:55:14,59.942
2020-12-04 09:58:05,57.351
2020-12-04 10:02:51,56.144
2020-12-04 10:21:15,59.141
2020-12-04 10:30:04,59.784
2020-12-04 11:00:01,59.156
2020-12-04 11:15:01,61.218
2020-12-04 11:29:06,51.214
2020-12-04 11:29:57,50.989
2020-12-04 11:30:08,51.281
2020-12-04 14:26:10,50.982
2020-12-04 14:32:38,48.257
2020-12-04 14:35:51,51.158
2020-12-04 14:54:17,47.594
2020-12-04 14:56:03,55.338
2020-12-04 15:26:00,56.208
2020-12-04 15:55:59,56.125
2020-12-04 16:25:57,56.339
2020-12-04 16:55:52,55.217
2020-12-04 17:12:12,69.278
2020-12-04 17:19:46,70.022
2020-12-04 17:19:55,58.13
2020-12-04 17:34:25,66.199
2020-12-04 17:35:44,75.606
2020-12-05 01:01:19,64.033
2020-12-05 09:47:09,64.55
2020-12-05 09:48:39,59.621
2020-12-05 09:50:27,60.699
2020-12-05 10:00:06,54.032
2020-12-05 20:15:55,69.457
2020-12-05 20:21:57,70.329
2020-12-06 00:07:18,66.409
2020-12-06 09:18:59,60.558
2020-12-06 09:24:44,58.355
2020-12-06 09:25:29,60.331
2020-12-06 09:41:20,58.635
2020-12-06 10:28:16,60.198
2020-12-06 10:44:13,60.209
2020-12-06 10:44:31,61.653
2020-12-06 10:49:27,63.666
2020-12-06 10:55:26,56.012
2020-12-06 11:12:11,58.695
2020-12-06 11:21:13,51.615
2020-12-06 11:27:47,62.64
2020-12-06 12:51:08,52.52
2020-12-06 12:52:17,59.252
2020-12-06 12:54:27,68.641
2020-12-06 13:24:24,69.016
2020-12-06 13:26:45,67.526
2020-12-06 13:26:48,67.04
2020-12-06 13:29:09,63.838
2020-12-06 13:41:02,55.77
2020-12-06 13:41:08,57.77
2020-12-06 14:02:12,57.599
2020-12-06 14:02:30,58.97
2020-12-06 14:04:37,61.665
2020-12-06 14:04:54,57.381
2020-12-06 14:29:02,59.377
2020-12-06 14:37:53,55.602
2020-12-06 14:37:58,55.78
2020-12-06 14:38:07,53.722
2020-12-06 14:43:04,70.732
2020-12-06 14:44:14,71.804
2020-12-06 14:44:32,70.654
2020-12-06 14:45:35,72.075
2020-12-06 14:46:17,69.892
2020-12-06 14:52:31,58.715
2020-12-06 14:53:18,59.844
2020-12-06 15:20:47,0.0
2020-12-06 15:23:05,58.82
2020-12-06 15:37:07,51.733
2020-12-06 15:40:10,65.489
2020-12-06 18:18:18,73.695
2020-12-06 18:26:01,77.794
2020-12-06 18:49:52,65.61
2020-12-06 18:51:11,59.042
2020-12-06 20:51:11,0.0
2020-12-06 20:54:52,47.096
2020-12-06 21:06:46,66.771
2020-12-06 22:10:20,58.181
2020-12-07 08:36:15,60.383
2020-12-07 08:43:05,55.542
2020-12-07 09:06:12,54.519
2020-12-07 09:36:08,53.754
2020-12-07 11:52:15,49.973
2020-12-07 11:55:03,61.446
2020-12-07 11:59:57,66.776
2020-12-07 12:00:10,69.586
2020-12-07 12:44:55,63.961
2020-12-07 12:54:08,58.573
2020-12-07 13:02:31,47.093
2020-12-07 13:09:22,0.0
2020-12-07 13:09:25,60.3
2020-12-07 13:19:24,61.445
2020-12-07 13:19:27,60.735
2020-12-07 13:33:59,62.492
2020-12-07 13:34:11,62.268
2020-12-07 13:35:06,61.717
2020-12-07 13:35:09,61.377
2020-12-07 13:37:24,60.268
2020-12-07 13:37:27,61.888
2020-12-07 13:38:03,62.412
2020-12-07 13:38:18,57.871
2020-12-07 13:38:33,57.004
2020-12-07 13:39:20,59.628
2020-12-07 13:45:52,52.12
2020-12-07 13:46:28,56.334
2020-12-07 13:47:37,62.067
2020-12-07 13:49:13,61.972
2020-12-07 13:49:31,60.949
2020-12-07 13:55:04,62.467
2020-12-07 14:11:55,65.217
2020-12-07 14:12:07,62.183
2020-12-07 14:15:35,58.855
2020-12-07 14:15:47,65.333
2020-12-07 14:29:29,32.453
2020-12-07 14:29:32,63.554
2020-12-07 20:02:49,54.001
2020-12-07 20:05:01,0.0
2020-12-07 20:06:17,45.665
2020-12-07 20:06:26,48.013
2020-12-07 20:08:23,61.263
2020-12-07 20:11:50,48.276
2020-12-07 20:15:04,39.646
2020-12-07 20:17:24,55.218
2020-12-07 20:23:15,50.53
2020-12-07 20:24:41,22.982
2020-12-07 20:36:38,62.203
2020-12-07 20:41:19,53.849
2020-12-07 21:14:31,60.387
2020-12-07 21:19:04,71.969
2020-12-07 21:21:25,77.146
2020-12-07 21:21:55,63.008
2020-12-07 21:22:10,65.244
2020-12-07 21:22:37,58.3
2020-12-07 21:22:43,58.623
2020-12-07 21:23:12,54.388
2020-12-07 21:23:21,37.785
2020-12-07 21:39:20,68.841
2020-12-07 22:04:28,45.157
2020-12-07 22:04:32,41.018
2020-12-07 22:05:17,45.579
2020-12-07 22:05:46,64.74
2020-12-07 22:16:03,55.309
2020-12-07 22:17:36,54.919
2020-12-07 22:17:43,55.199
2020-12-07 22:18:07,54.963
2020-12-07 22:18:55,56.272
2020-12-07 22:24:39,64.378
2020-12-07 22:26:46,63.954
2020-12-07 22:40:35,77.285
2020-12-07 22:41:49,64.837
2020-12-07 22:54:12,73.532
2020-12-07 22:54:47,66.725
2020-12-07 22:55:02,67.092
2020-12-07 22:56:39,60.357
2020-12-07 22:56:57,61.436
2020-12-07 22:57:01,61.885
2020-12-07 22:58:09,0.073
2020-12-07 22:58:16,51.509
2020-12-07 22:58:23,45.68
2020-12-07 22:58:29,62.045
2020-12-07 22:58:58,0.0
2020-12-07 22:59:01,61.096
2020-12-07 22:59:05,58.984
2020-12-07 22:59:48,63.353
2020-12-07 23:00:21,61.946
2020-12-07 23:00:24,62.116
2020-12-07 23:00:27,64.191
2020-12-07 23:01:24,60.073
2020-12-07 23:01:33,59.162
2020-12-07 23:01:42,55.083
2020-12-07 23:02:31,60.711
2020-12-07 23:08:05,56.65
2020-12-07 23:08:20,63.066
2020-12-07 23:10:49,63.865
2020-12-07 23:11:23,64.384
2020-12-07 23:11:56,62.082
2020-12-07 23:13:02,53.252
2020-12-07 23:13:55,56.66
2020-12-07 23:14:25,59.458
2020-12-07 23:14:28,61.564
2020-12-07 23:14:34,63.19
2020-12-07 23:14:55,67.863
2020-12-08 01:04:05,56.335
2020-12-08 01:07:39,61.034
2020-12-08 01:08:20,58.641
2020-12-08 01:09:16,43.777
2020-12-08 01:09:32,56.393
2020-12-08 01:10:49,52.903
2020-12-08 01:11:07,56.012
2020-12-08 02:25:46,52.227
2020-12-08 09:07:52,62.117
2020-12-08 09:14:45,61.237
2020-12-08 09:15:54,57.338
2020-12-08 11:41:46,50.898
2020-12-08 11:42:37,36.185
2020-12-08 11:42:44,60.684
2020-12-08 11:45:29,56.524
2020-12-08 11:45:49,57.906
2020-12-08 21:42:09,61.045
2020-12-08 23:47:11,22.522
2020-12-09 08:58:10,59.09
2020-12-09 09:28:06,58.784
2020-12-09 20:27:35,62.67
2020-12-09 20:36:43,57.821
2020-12-10 06:10:45,54.388
2020-12-10 06:40:37,55.311
2020-12-10 14:09:18,54.27
2020-12-10 14:14:17,50.987
2020-12-10 14:16:36,61.358
2020-12-10 14:42:10,64.414
2020-12-10 21:54:24,56.374
2020-12-10 22:06:45,65.455
2020-12-10 22:06:55,61.175
2020-12-10 22:07:07,54.906
2020-12-10 22:09:18,52.762
2020-12-10 22:09:33,56.003
2020-12-10 22:10:56,58.67
2020-12-10 22:10:59,57.222
2020-12-10 22:15:45,57.18
2020-12-10 22:15:48,57.433
2020-12-11 07:55:38,57.798
2020-12-11 08:01:38,61.09
2020-12-11 08:29:50,62.616
2020-12-11 08:30:12,71.42
2020-12-11 08:32:15,63.584
2020-12-11 08:39:06,59.566
2020-12-11 09:41:04,66.098
2020-12-11 20:06:22,59.405
2020-12-11 20:13:23,58.094
2020-12-11 20:13:26,56.201
2020-12-11 23:54:37,58.346
2020-12-12 08:07:55,57.403
2020-12-12 13:43:54,73.821
2020-12-12 13:46:18,74.641
2020-12-12 13:48:19,66.387
2020-12-13 08:57:20,62.258
2020-12-13 08:57:23,63.536
2020-12-13 09:13:17,61.287
2020-12-13 09:37:28,61.116
2020-12-13 10:04:33,61.075
2020-12-13 10:34:31,60.636
2020-12-13 11:04:28,58.243
2020-12-13 11:13:38,59.568
2020-12-13 11:13:44,59.276
2020-12-13 11:24:42,52.247
2020-12-13 11:25:09,55.445
2020-12-13 11:25:21,61.312
2020-12-13 11:27:13,63.861
2020-12-13 13:48:38,63.077
2020-12-13 14:18:33,63.348
2020-12-13 14:20:04,59.47
2020-12-13 14:24:28,61.403
2020-12-13 17:53:28,70.015
2020-12-13 17:54:11,69.168
2020-12-13 17:54:35,69.373
2020-12-13 17:55:41,69.075
2020-12-13 17:56:23,53.65
2020-12-13 17:56:32,71.344
2020-12-13 18:16:35,65.111
2020-12-13 18:17:32,66.098
2020-12-13 18:45:42,64.296
2020-12-13 18:53:12,60.736
2020-12-13 18:53:23,57.405
2020-12-13 19:00:13,62.004
2020-12-13 19:16:34,61.03
2020-12-13 19:17:04,62.822
2020-12-13 19:37:31,56.648
2020-12-13 21:28:46,69.118
2020-12-13 21:57:21,76.769
2020-12-13 21:58:07,69.581
2020-12-14 07:50:08,70.406
2020-12-14 07:52:00,56.553
2020-12-14 07:52:15,65.792
2020-12-14 07:54:33,72.469
2020-12-14 07:57:10,68.349
2020-12-14 07:57:35,71.238
2020-12-14 08:02:51,69.642
2020-12-14 08:03:02,69.319
2020-12-14 08:03:32,70.597
2020-12-14 08:07:06,67.482
2020-12-14 08:07:21,61.21
2020-12-14 08:07:24,60.412
2020-12-14 08:30:03,58.464
2020-12-14 08:59:59,60.855
2020-12-14 09:19:28,60.738
2020-12-14 10:44:01,66.905
2020-12-14 10:46:55,70.449
2020-12-14 10:47:47,64.719
2020-12-14 10:49:58,69.877
2020-12-14 10:51:34,73.526
2020-12-14 11:56:37,62.554
2020-12-14 12:00:03,62.745
2020-12-14 12:10:30,67.103
2020-12-14 13:51:24,68.884
2020-12-14 13:52:08,54.556
2020-12-14 14:40:01,55.151
2020-12-14 15:09:54,54.896
2020-12-14 17:28:45,63.741
2020-12-14 17:33:36,66.656
2020-12-14 17:33:39,58.83
2020-12-14 17:35:11,64.237
2020-12-14 17:35:17,57.3
2020-12-14 17:39:01,59.752
2020-12-14 20:57:12,64.605
2020-12-14 20:57:41,64.715
2020-12-14 20:58:14,64.002
2020-12-14 21:03:31,70.212
2020-12-14 21:03:52,72.344
2020-12-14 21:03:55,72.881
2020-12-14 23:21:34,66.672
2020-12-15 08:05:08,66.808
2020-12-15 08:09:13,61.245
2020-12-15 08:10:52,66.648
2020-12-15 08:22:21,58.908
2020-12-15 08:45:02,59.204
2020-12-15 08:55:05,58.905
2020-12-15 09:00:33,58.7
2020-12-15 15:51:40,34.999
2020-12-15 15:57:09,52.923
2020-12-16 00:28:58,58.075
2020-12-16 09:37:27,58.685
2020-12-16 09:42:12,53.371
2020-12-16 09:43:25,54.942
2020-12-16 10:04:13,63.082
2020-12-16 10:23:49,59.351
2020-12-16 10:27:18,59.91
2020-12-16 15:14:20,68.548
2020-12-16 15:16:51,71.464
2020-12-17 09:01:28,54.937
2020-12-17 09:31:25,54.944
2020-12-17 10:01:20,54.847
2020-12-17 10:31:18,55.085
2020-12-17 10:42:17,55.798
2020-12-17 10:43:05,45.843
2020-12-17 10:45:57,54.346
2020-12-17 11:04:56,62.031
2020-12-17 11:54:42,54.101
2020-12-17 11:55:38,42.689
2020-12-17 11:59:57,26.122
2020-12-17 12:00:02,66.715
2020-12-17 12:00:18,55.32
2020-12-17 13:20:19,65.421
2020-12-17 13:25:20,61.137
2020-12-17 13:25:35,62.453
2020-12-17 13:31:58,61.368
2020-12-17 13:32:49,60.86
2020-12-17 15:22:20,54.311
2020-12-17 15:27:47,54.464
2020-12-17 15:28:07,57.248
2020-12-17 15:53:47,55.812
2020-12-17 16:09:48,35.334
2020-12-17 22:47:13,60.944
2020-12-17 23:33:26,59.208
2020-12-17 23:39:57,63.553
2020-12-18 00:00:23,63.992
2020-12-18 00:30:21,64.051
2020-12-18 00:36:25,41.032
2020-12-18 00:37:13,60.732
2020-12-18 00:44:29,0.0
2020-12-18 00:46:13,36.272
2020-12-18 00:48:20,0.0
2020-12-18 00:49:38,34.511
2020-12-18 00:49:53,70.102
2020-12-18 00:53:38,64.565
2020-12-18 00:54:45,0.0
2020-12-18 00:59:50,58.308
2020-12-18 01:04:10,64.409
2020-12-18 01:06:33,58.277
2020-12-18 09:26:56,63.188
2020-12-18 09:36:55,56.176
2020-12-18 09:37:26,62.593
2020-12-18 09:37:55,58.987
2020-12-18 14:07:37,61.794
2020-12-18 14:07:49,60.069
2020-12-18 14:07:55,58.407
