Date,Headphone sound levels(dBASPL)
2021-05-21 17:45:31 - 2021-05-21 17:45:49,93.328
2021-05-21 17:45:49 - 2021-05-21 17:45:51,90.997
2021-05-21 17:45:51 - 2021-05-21 17:45:54,98.385
2021-05-21 17:45:54 - 2021-05-21 17:45:55,87.583
2021-05-21 17:46:15 - 2021-05-21 17:46:36,95.343
2021-05-21 17:46:36 - 2021-05-21 17:46:42,97.406
2021-05-21 17:46:42 - 2021-05-21 17:47:36,96.228
2021-05-21 17:47:36 - 2021-05-21 17:47:39,98.871
2021-05-21 17:47:39 - 2021-05-21 17:49:39,96.097
2021-05-21 17:58:45 - 2021-05-21 17:58:52,97.792
2021-05-21 17:59:23 - 2021-05-21 17:59:29,98.217
2021-05-21 17:59:29 - 2021-05-21 17:59:32,99.951
2021-05-21 17:59:32 - 2021-05-21 17:59:38,99.704
2021-05-21 17:59:38 - 2021-05-21 17:59:41,99.272
2021-05-21 17:59:41 - 2021-05-21 17:59:56,100.997
2021-05-21 17:59:56 - 2021-05-21 17:59:59,98.988
2021-05-21 17:59:59 - 2021-05-21 18:01:00,101.438
2021-05-21 18:01:00 - 2021-05-21 18:01:06,99.404
2021-05-21 18:01:06 - 2021-05-21 18:01:18,100.901
2021-05-21 18:01:18 - 2021-05-21 18:01:24,98.672
2021-05-21 18:01:24 - 2021-05-21 18:01:48,102.208
2021-05-21 18:01:48 - 2021-05-21 18:01:54,100.157
2021-05-21 18:01:54 - 2021-05-21 18:02:09,101.574
2021-05-21 18:02:09 - 2021-05-21 18:02:12,100.039
2021-05-21 18:02:12 - 2021-05-21 18:02:30,100.168
2021-05-21 18:02:30 - 2021-05-21 18:02:36,99.380
2021-05-21 18:02:36 - 2021-05-21 18:02:45,101.991
2021-05-21 18:02:45 - 2021-05-21 18:02:48,101.750
2021-05-21 18:02:48 - 2021-05-21 18:03:54,103.276
2021-05-21 18:03:54 - 2021-05-21 18:03:57,99.894
2021-05-21 18:03:57 - 2021-05-21 18:05:00,99.395
2021-05-21 18:05:00 - 2021-05-21 18:05:06,98.108
2021-05-21 18:05:06 - 2021-05-21 18:05:12,101.885
2021-05-21 18:05:12 - 2021-05-21 18:05:15,101.964
2021-05-21 18:05:15 - 2021-05-21 18:05:21,103.859
2021-05-21 18:05:21 - 2021-05-21 18:05:30,103.512
2021-05-21 18:05:30 - 2021-05-21 18:05:47,106.056
2021-05-21 18:08:17 - 2021-05-21 18:08:20,84.203
2021-05-21 18:08:20 - 2021-05-21 18:08:29,95.511
2021-05-21 18:08:29 - 2021-05-21 18:08:38,91.467
2021-05-21 18:08:38 - 2021-05-21 18:08:47,96.458
2021-05-21 18:08:47 - 2021-05-21 18:08:53,93.225
2021-05-21 18:08:53 - 2021-05-21 18:08:59,96.962
2021-05-21 18:08:59 - 2021-05-21 18:09:05,97.729
2021-05-21 18:09:05 - 2021-05-21 18:09:08,96.457
2021-05-21 18:09:08 - 2021-05-21 18:09:20,97.349
2021-05-21 18:09:20 - 2021-05-21 18:09:23,99.251
2021-05-21 18:09:23 - 2021-05-21 18:10:59,104.587
2021-05-21 18:10:59 - 2021-05-21 18:11:02,102.686
2021-05-21 18:11:02 - 2021-05-21 18:11:23,103.357
2021-05-21 18:11:23 - 2021-05-21 18:11:26,102.850
2021-05-21 18:11:26 - 2021-05-21 18:11:44,103.699
2021-05-21 18:11:44 - 2021-05-21 18:11:50,99.794
2021-05-21 18:11:50 - 2021-05-21 18:12:02,104.578
2021-05-21 18:12:02 - 2021-05-21 18:12:05,102.188
2021-05-21 18:12:05 - 2021-05-21 18:12:26,103.992
2021-05-21 18:12:26 - 2021-05-21 18:12:30,103.315
2021-05-21 18:12:30 - 2021-05-21 18:12:57,103.371
2021-05-21 18:12:57 - 2021-05-21 18:13:03,99.197
2021-05-21 18:13:03 - 2021-05-21 18:13:24,105.252
2021-05-21 18:13:24 - 2021-05-21 18:13:27,104.147
2021-05-21 18:13:27 - 2021-05-21 18:14:09,104.375
2021-05-21 18:14:09 - 2021-05-21 18:14:12,96.519
2021-05-21 18:14:12 - 2021-05-21 18:14:21,105.048
2021-05-21 18:14:21 - 2021-05-21 18:14:27,104.107
2021-05-21 18:14:27 - 2021-05-21 18:16:03,106.139
2021-05-21 18:31:56 - 2021-05-21 18:31:59,96.916
2021-05-21 18:31:59 - 2021-05-21 18:32:44,100.365
2021-05-21 18:32:44 - 2021-05-21 18:32:47,100.845
2021-05-21 18:32:47 - 2021-05-21 18:33:05,96.870
2021-05-21 18:33:05 - 2021-05-21 18:33:08,97.641
2021-05-21 18:33:08 - 2021-05-21 18:33:41,97.416
2021-05-21 18:33:41 - 2021-05-21 18:33:44,85.144
2021-05-21 18:33:44 - 2021-05-21 18:34:15,93.204
2021-05-21 18:34:15 - 2021-05-21 18:34:18,96.282
2021-05-21 18:34:18 - 2021-05-21 18:35:15,86.041
2021-05-21 18:35:15 - 2021-05-21 18:35:21,96.485
2021-05-21 18:35:21 - 2021-05-21 18:35:48,100.128
2021-05-21 18:35:48 - 2021-05-21 18:35:51,99.975
2021-05-21 18:35:51 - 2021-05-21 18:36:09,101.232
2021-05-21 18:36:09 - 2021-05-21 18:36:15,98.449
2021-05-21 18:36:15 - 2021-05-21 18:36:57,100.499
2021-05-21 18:36:57 - 2021-05-21 18:37:03,100.589
2021-05-21 18:37:03 - 2021-05-21 18:37:09,100.561
2021-05-21 18:37:09 - 2021-05-21 18:37:12,100.948
2021-05-21 18:37:12 - 2021-05-21 18:37:18,101.596
2021-05-21 18:37:18 - 2021-05-21 18:37:21,99.699
2021-05-21 18:37:21 - 2021-05-21 18:38:18,98.591
2021-05-21 18:38:18 - 2021-05-21 18:38:21,98.875
2021-05-21 18:38:21 - 2021-05-21 18:38:36,99.965
2021-05-21 18:38:36 - 2021-05-21 18:38:39,98.806
2021-05-21 18:38:39 - 2021-05-21 18:39:06,99.405
2021-05-21 18:39:06 - 2021-05-21 18:39:15,98.528
2021-05-21 18:39:15 - 2021-05-21 18:39:31,100.434
2021-05-21 18:41:27 - 2021-05-21 18:42:19,99.507
2021-05-21 18:42:19 - 2021-05-21 18:42:22,99.085
2021-05-21 18:42:22 - 2021-05-21 18:42:34,98.186
2021-05-21 18:42:34 - 2021-05-21 18:42:37,98.849
2021-05-21 18:42:37 - 2021-05-21 18:42:52,99.653
2021-05-21 18:42:52 - 2021-05-21 18:42:55,98.160
2021-05-21 18:42:55 - 2021-05-21 18:43:13,100.091
2021-05-21 18:43:13 - 2021-05-21 18:43:16,97.932
2021-05-21 18:43:16 - 2021-05-21 18:43:43,99.782
2021-05-21 18:43:43 - 2021-05-21 18:43:49,101.300
2021-05-21 18:43:49 - 2021-05-21 18:44:28,103.815
2021-05-21 18:44:28 - 2021-05-21 18:44:34,100.387
2021-05-21 18:44:34 - 2021-05-21 18:45:19,102.009
2021-05-21 18:45:19 - 2021-05-21 18:45:25,99.633
2021-05-21 18:45:25 - 2021-05-21 18:45:43,102.186
2021-05-21 18:45:43 - 2021-05-21 18:45:46,100.574
2021-05-21 18:45:46 - 2021-05-21 18:46:13,101.650
2021-05-21 18:46:13 - 2021-05-21 18:46:16,100.870
2021-05-21 18:46:16 - 2021-05-21 18:46:40,102.740
2021-05-21 18:46:40 - 2021-05-21 18:46:43,103.666
2021-05-21 18:46:43 - 2021-05-21 18:47:26,103.122
2021-05-21 18:47:26 - 2021-05-21 18:47:29,103.126
2021-05-21 18:47:29 - 2021-05-21 18:47:44,101.463
2021-05-21 18:47:44 - 2021-05-21 18:47:47,102.326
2021-05-21 18:47:47 - 2021-05-21 18:48:32,102.496
2021-05-21 18:48:32 - 2021-05-21 18:48:35,101.318
2021-05-21 18:48:35 - 2021-05-21 18:49:00,101.727
2021-05-21 20:55:37 - 2021-05-21 21:03:44,104.489
2021-05-21 21:09:08 - 2021-05-21 21:27:07,68.285
2021-05-21 21:27:07 - 2021-05-21 21:27:37,68.529
2021-05-21 21:27:37 - 2021-05-21 21:34:50,67.395
2021-05-21 21:35:01 - 2021-05-21 21:35:13,62.571
2021-05-21 21:35:13 - 2021-05-21 21:54:30,70.952
2021-05-21 21:54:30 - 2021-05-21 21:54:33,72.972
2021-05-21 21:54:33,39.957
2021-05-22 08:29:19 - 2021-05-22 08:29:59,57.325
2021-05-22 08:30:54 - 2021-05-22 08:31:53,47.414
2021-05-22 08:31:54 - 2021-05-22 08:45:00,60.458
2021-05-22 08:45:00 - 2021-05-22 08:45:27,60.423
2021-05-22 08:45:27 - 2021-05-22 08:53:29,56.485
2021-05-22 08:53:29 - 2021-05-22 08:53:32,53.710
2021-05-22 10:40:40 - 2021-05-22 10:40:41,0.000
2021-05-22 10:41:07 - 2021-05-22 10:41:22,99.181
2021-05-22 10:41:59 - 2021-05-22 10:42:08,101.222
2021-05-22 10:42:08 - 2021-05-22 10:42:11,97.064
2021-05-22 10:42:11 - 2021-05-22 10:42:26,99.198
2021-05-22 10:42:26 - 2021-05-22 10:42:29,99.578
2021-05-22 10:42:29 - 2021-05-22 10:42:35,96.960
2021-05-22 10:42:35 - 2021-05-22 10:42:38,97.218
2021-05-22 10:42:38 - 2021-05-22 10:42:56,97.865
2021-05-22 10:42:56 - 2021-05-22 10:43:02,98.648
2021-05-22 10:43:02 - 2021-05-22 10:43:27,97.438
2021-05-22 10:43:27 - 2021-05-22 10:43:30,99.674
2021-05-22 10:43:30 - 2021-05-22 10:43:36,98.142
2021-05-22 10:43:36 - 2021-05-22 10:43:38,97.990
2021-05-22 10:44:31 - 2021-05-22 10:44:34,97.430
2021-05-22 10:44:34 - 2021-05-22 10:44:40,88.543
2021-05-22 10:44:40 - 2021-05-22 10:44:43,98.664
2021-05-22 10:44:43 - 2021-05-22 10:45:34,100.369
2021-05-22 10:45:34 - 2021-05-22 10:45:40,99.387
2021-05-22 10:45:40 - 2021-05-22 10:49:44,101.870
2021-05-22 10:49:44 - 2021-05-22 10:49:50,102.681
2021-05-22 10:49:50 - 2021-05-22 10:52:35,100.144
2021-05-22 10:52:35 - 2021-05-22 10:52:41,102.065
2021-05-22 10:52:41 - 2021-05-22 10:52:53,102.025
2021-05-22 10:52:53 - 2021-05-22 10:52:59,102.736
2021-05-22 10:52:59 - 2021-05-22 10:53:38,106.316
2021-05-22 10:53:38 - 2021-05-22 10:53:41,106.748
2021-05-22 10:53:41 - 2021-05-22 10:55:06,106.595
2021-05-22 10:55:06 - 2021-05-22 10:55:09,103.450
2021-05-22 10:55:09 - 2021-05-22 10:58:27,99.810
2021-05-22 10:58:27 - 2021-05-22 10:58:30,88.432
2021-05-22 10:58:30 - 2021-05-22 10:59:48,97.461
2021-05-22 10:59:48 - 2021-05-22 10:59:51,100.174
2021-05-22 10:59:51 - 2021-05-22 10:59:57,102.724
2021-05-22 10:59:57 - 2021-05-22 11:00:00,100.712
2021-05-22 11:00:00,0.000
2021-05-22 11:00:07 - 2021-05-22 11:00:22,99.258
2021-05-22 11:00:22 - 2021-05-22 11:00:25,99.508
2021-05-22 11:00:25 - 2021-05-22 11:01:16,101.601
2021-05-22 11:01:16 - 2021-05-22 11:01:22,101.915
2021-05-22 11:01:22 - 2021-05-22 11:02:28,99.129
2021-05-22 11:02:28 - 2021-05-22 11:02:34,100.987
2021-05-22 11:02:34 - 2021-05-22 11:03:56,100.325
2021-05-22 11:03:56 - 2021-05-22 11:04:02,100.270
2021-05-22 11:04:02 - 2021-05-22 11:04:20,100.010
2021-05-22 11:04:20 - 2021-05-22 11:04:23,100.496
2021-05-22 11:04:23 - 2021-05-22 11:04:26,100.462
2021-05-22 11:04:26 - 2021-05-22 11:04:32,97.354
2021-05-22 11:04:32 - 2021-05-22 11:05:05,97.061
2021-05-22 11:05:05 - 2021-05-22 11:05:08,96.399
2021-05-22 11:05:08 - 2021-05-22 11:05:41,96.999
2021-05-22 11:05:41 - 2021-05-22 11:05:44,98.178
2021-05-22 11:05:44 - 2021-05-22 11:06:59,97.810
2021-05-22 11:06:59 - 2021-05-22 11:07:02,93.559
2021-05-22 11:07:02 - 2021-05-22 11:07:23,101.167
2021-05-22 11:07:23 - 2021-05-22 11:07:26,105.157
2021-05-22 11:07:26 - 2021-05-22 11:07:47,105.763
2021-05-22 11:07:47 - 2021-05-22 11:07:50,105.049
2021-05-22 11:07:50 - 2021-05-22 11:08:29,105.958
2021-05-22 11:08:29 - 2021-05-22 11:08:32,106.708
2021-05-22 11:08:32 - 2021-05-22 11:09:03,105.405
2021-05-22 11:09:03 - 2021-05-22 11:09:09,103.930
2021-05-22 11:09:09 - 2021-05-22 11:09:27,103.514
2021-05-22 11:09:27 - 2021-05-22 11:09:33,103.463
2021-05-22 11:09:33 - 2021-05-22 11:09:51,102.967
2021-05-22 11:09:51 - 2021-05-22 11:09:54,103.453
2021-05-22 11:09:54 - 2021-05-22 11:10:12,101.213
2021-05-22 11:10:12 - 2021-05-22 11:10:15,98.043
2021-05-22 11:10:15 - 2021-05-22 11:12:17,99.663
2021-05-22 13:26:35 - 2021-05-22 13:35:24,100.042
2021-05-22 13:35:24 - 2021-05-22 13:35:45,98.566
2021-05-22 13:35:45 - 2021-05-22 13:50:25,98.656
2021-05-22 13:50:25 - 2021-05-22 13:51:02,90.993
2021-05-22 13:51:02 - 2021-05-22 13:51:18,97.832
2021-05-22 13:55:36 - 2021-05-22 13:59:57,55.967
2021-05-22 13:59:57 - 2021-05-22 14:00:00,47.881
2021-05-22 14:00:00,30.188
2021-05-22 14:00:06 - 2021-05-22 14:02:25,58.463
2021-05-22 15:36:37,0.000
2021-05-22 15:36:40 - 2021-05-22 15:36:43,78.278
2021-05-22 15:36:43 - 2021-05-22 15:37:07,78.210
2021-05-22 15:37:07 - 2021-05-22 15:39:18,78.691
2021-05-22 15:39:18 - 2021-05-22 15:39:51,77.562
2021-05-22 15:39:51 - 2021-05-22 15:41:03,93.091
2021-05-22 15:41:03 - 2021-05-22 15:41:48,100.484
2021-05-22 15:41:48 - 2021-05-22 15:49:10,99.975
2021-05-22 15:49:10 - 2021-05-22 15:51:58,100.145
2021-05-22 19:20:21 - 2021-05-22 19:20:27,97.172
2021-05-22 19:21:36 - 2021-05-22 19:21:42,92.526
2021-05-22 19:21:42 - 2021-05-22 19:21:45,91.645
2021-05-22 19:21:45 - 2021-05-22 19:21:57,93.998
2021-05-22 19:21:57 - 2021-05-22 19:22:00,90.784
2021-05-22 19:22:00 - 2021-05-22 19:22:21,93.039
2021-05-22 19:22:21 - 2021-05-22 19:22:24,97.777
2021-05-22 19:22:24 - 2021-05-22 19:22:39,96.385
2021-05-22 19:22:39 - 2021-05-22 19:22:45,97.761
2021-05-22 19:22:45 - 2021-05-22 19:23:27,92.010
2021-05-22 19:23:27 - 2021-05-22 19:23:33,98.782
2021-05-22 19:23:33 - 2021-05-22 19:23:48,96.894
2021-05-22 19:23:48 - 2021-05-22 19:23:54,99.126
2021-05-22 19:23:54 - 2021-05-22 19:25:12,97.050
2021-05-22 19:25:12 - 2021-05-22 19:25:18,99.420
2021-05-22 19:25:18 - 2021-05-22 19:26:39,96.344
2021-05-22 19:26:39 - 2021-05-22 19:26:45,98.096
2021-05-22 19:26:45 - 2021-05-22 19:27:06,98.398
2021-05-22 19:27:08 - 2021-05-22 19:27:11,97.462
2021-05-22 19:27:11 - 2021-05-22 19:27:14,100.048
2021-05-22 19:27:14 - 2021-05-22 19:27:29,99.733
2021-05-22 19:27:29 - 2021-05-22 19:27:32,99.195
2021-05-22 19:27:32 - 2021-05-22 19:28:08,96.236
2021-05-22 19:28:08 - 2021-05-22 19:28:11,92.447
2021-05-22 19:28:11 - 2021-05-22 19:28:23,93.144
2021-05-22 19:28:23 - 2021-05-22 19:28:29,97.170
2021-05-22 19:28:29 - 2021-05-22 19:28:56,96.539
2021-05-22 19:28:56 - 2021-05-22 19:29:02,96.918
2021-05-22 19:29:02 - 2021-05-22 19:29:05,96.707
2021-05-22 19:29:05 - 2021-05-22 19:29:08,98.321
2021-05-22 19:29:08 - 2021-05-22 19:41:13,97.410
2021-05-22 21:05:25 - 2021-05-22 21:09:55,97.362
2021-05-22 21:09:55 - 2021-05-22 21:10:04,86.867
2021-05-22 21:10:04 - 2021-05-22 21:14:30,99.874
2021-05-22 22:00:46 - 2021-05-22 22:20:40,63.391
2021-05-23 07:34:26 - 2021-05-23 07:42:18,57.747
2021-05-23 07:42:18 - 2021-05-23 07:47:31,49.369
2021-05-23 07:47:31 - 2021-05-23 07:54:57,55.248
2021-05-23 07:54:57 - 2021-05-23 07:55:00,49.403
2021-05-23 07:55:00,0.000
2021-05-23 07:55:03 - 2021-05-23 07:59:58,55.120
2021-05-23 07:59:58 - 2021-05-23 08:00:00,49.305
2021-05-23 08:00:03 - 2021-05-23 08:16:18,55.158
2021-05-23 08:17:54,0.000
2021-05-23 08:17:57,45.544
2021-05-23 08:18:14 - 2021-05-23 08:18:15,41.890
2021-05-23 08:20:14 - 2021-05-23 08:21:18,61.574
2021-05-23 08:21:58 - 2021-05-23 08:26:59,54.499
2021-05-23 08:26:59 - 2021-05-23 08:27:08,52.563
2021-05-23 08:27:08 - 2021-05-23 08:27:29,59.913
2021-05-23 08:27:29 - 2021-05-23 08:28:14,60.175
2021-05-23 08:28:14 - 2021-05-23 08:28:23,58.979
2021-05-23 08:28:23 - 2021-05-23 08:28:30,59.848
2021-05-23 08:28:30 - 2021-05-23 08:39:38,56.283
2021-05-23 08:40:12 - 2021-05-23 08:44:32,53.571
2021-05-23 08:44:32 - 2021-05-23 08:45:17,58.883
2021-05-23 08:45:17 - 2021-05-23 08:48:51,52.086
2021-05-23 08:48:51 - 2021-05-23 08:55:37,53.933
2021-05-23 08:55:37 - 2021-05-23 08:56:58,56.460
2021-05-23 08:59:00 - 2021-05-23 09:02:22,57.831
2021-05-23 09:03:25 - 2021-05-23 09:10:49,60.994
2021-05-23 09:10:49 - 2021-05-23 09:11:01,55.892
2021-05-23 09:11:01 - 2021-05-23 09:21:10,58.199
2021-05-23 16:34:10 - 2021-05-23 16:39:50,51.435
2021-05-23 16:40:09 - 2021-05-23 16:41:42,57.203
2021-05-23 18:22:56 - 2021-05-23 18:26:03,94.254
2021-05-23 18:26:03 - 2021-05-23 18:26:18,89.149
2021-05-23 18:26:18 - 2021-05-23 18:40:20,98.232
2021-05-23 18:40:20 - 2021-05-23 18:40:23,99.332
2021-05-23 18:43:24 - 2021-05-23 18:47:25,96.843
2021-05-23 18:48:13 - 2021-05-23 18:48:45,61.808
2021-05-23 18:49:14 - 2021-05-23 18:49:15,50.413
2021-05-23 18:51:59 - 2021-05-23 18:53:27,57.408
2021-05-23 18:55:08 - 2021-05-23 18:59:44,91.031
2021-05-23 22:15:38 - 2021-05-23 22:31:26,60.873
2021-05-23 22:31:26 - 2021-05-23 22:31:29,60.737
2021-05-23 22:31:29,50.348
2021-05-23 22:39:16 - 2021-05-23 22:40:33,40.269
2021-05-23 22:40:52 - 2021-05-23 23:03:08,61.411
2021-05-24 08:26:04 - 2021-05-24 08:32:37,53.150
2021-05-24 08:42:10 - 2021-05-24 08:43:35,59.732
2021-05-24 08:44:52 - 2021-05-24 08:48:02,67.632
2021-05-24 08:48:19 - 2021-05-24 08:51:02,53.828
2021-05-24 08:51:16 - 2021-05-24 09:12:17,58.941
2021-05-24 09:12:17 - 2021-05-24 09:29:03,56.898
2021-05-24 09:33:51 - 2021-05-24 10:03:46,56.025
2021-05-24 10:03:46 - 2021-05-24 10:22:04,56.423
2021-05-24 10:30:26 - 2021-05-24 10:30:29,37.754
2021-05-24 10:36:02 - 2021-05-24 10:39:57,56.763
2021-05-24 10:39:57 - 2021-05-24 10:43:43,60.655
2021-05-24 10:43:43 - 2021-05-24 10:43:49,53.309
2021-05-24 10:43:49 - 2021-05-24 10:43:58,57.571
2021-05-24 10:43:58 - 2021-05-24 10:47:00,58.103
2021-05-25 08:24:09 - 2021-05-25 08:27:01,63.905
2021-05-25 08:27:10 - 2021-05-25 08:46:25,61.506
2021-05-25 08:46:52 - 2021-05-25 08:51:46,59.706
2021-05-25 08:51:56 - 2021-05-25 08:59:48,63.734
2021-05-25 14:05:03 - 2021-05-25 14:21:42,64.905
2021-05-25 14:23:02 - 2021-05-25 14:23:05,61.271
2021-05-25 14:23:41 - 2021-05-25 14:26:19,66.411
2021-05-25 15:38:48 - 2021-05-25 15:50:07,98.503
2021-05-25 15:50:07 - 2021-05-25 15:50:41,97.129
2021-05-25 15:50:41 - 2021-05-25 15:55:17,97.446
2021-05-25 15:55:17 - 2021-05-25 15:55:56,99.000
2021-05-25 15:55:56 - 2021-05-25 15:56:00,99.128
2021-05-25 17:19:59 - 2021-05-25 17:20:06,97.896
2021-05-25 17:20:06 - 2021-05-25 17:20:09,96.360
2021-05-25 17:20:27 - 2021-05-25 17:20:48,96.165
2021-05-25 17:20:48 - 2021-05-25 17:20:51,93.217
2021-05-25 17:20:51 - 2021-05-25 17:21:12,95.964
2021-05-25 17:21:12 - 2021-05-25 17:21:15,96.036
2021-05-25 17:21:15 - 2021-05-25 17:21:45,96.399
2021-05-25 17:21:45 - 2021-05-25 17:21:51,93.038
2021-05-25 17:21:51 - 2021-05-25 17:22:06,95.727
2021-05-25 17:22:06 - 2021-05-25 17:22:09,95.072
2021-05-25 17:22:09 - 2021-05-25 17:22:49,94.594
2021-05-25 17:22:49 - 2021-05-25 17:22:52,94.523
2021-05-25 17:22:52 - 2021-05-25 17:27:07,95.006
2021-05-25 17:27:07 - 2021-05-25 17:27:10,94.424
2021-05-25 17:27:10 - 2021-05-25 17:27:22,96.667
2021-05-25 17:27:22 - 2021-05-25 17:27:28,97.955
2021-05-25 17:27:28 - 2021-05-25 17:28:22,96.667
2021-05-25 17:28:22 - 2021-05-25 17:28:25,98.797
2021-05-25 17:28:25 - 2021-05-25 17:28:40,99.900
2021-05-25 17:28:40 - 2021-05-25 17:28:43,101.056
2021-05-25 17:28:43 - 2021-05-25 17:31:26,98.299
2021-05-25 17:31:26 - 2021-05-25 17:31:29,91.966
2021-05-25 17:31:29 - 2021-05-25 17:32:44,91.265
2021-05-25 17:32:44 - 2021-05-25 17:32:47,94.834
2021-05-25 17:32:47 - 2021-05-25 17:33:02,95.895
2021-05-25 17:33:02 - 2021-05-25 17:33:05,94.121
2021-05-25 17:33:05 - 2021-05-25 17:37:03,97.515
2021-05-25 17:37:03 - 2021-05-25 17:37:06,98.372
2021-05-25 17:37:06 - 2021-05-25 17:37:51,99.066
2021-05-25 17:37:51 - 2021-05-25 17:37:54,99.295
2021-05-25 17:37:54 - 2021-05-25 17:38:45,98.554
2021-05-25 17:38:45 - 2021-05-25 17:38:48,99.904
2021-05-25 17:38:48 - 2021-05-25 17:39:09,93.731
2021-05-25 17:39:09 - 2021-05-25 17:39:12,92.662
2021-05-25 17:39:12 - 2021-05-25 17:39:30,92.984
2021-05-25 17:39:30 - 2021-05-25 17:39:33,93.927
2021-05-25 17:39:33 - 2021-05-25 17:41:09,95.984
2021-05-25 17:45:08 - 2021-05-25 17:47:47,98.303
2021-05-25 18:00:12 - 2021-05-25 18:00:14,97.827
2021-05-25 18:00:14 - 2021-05-25 18:00:15,94.556
2021-05-25 18:00:16 - 2021-05-25 18:00:18,96.779
2021-05-25 18:00:18 - 2021-05-25 18:00:21,98.156
2021-05-25 18:00:21 - 2021-05-25 18:01:07,95.642
2021-05-25 18:01:07 - 2021-05-25 18:01:10,99.027
2021-05-25 18:01:10 - 2021-05-25 18:01:37,95.983
2021-05-25 18:01:37 - 2021-05-25 18:01:40,95.951
2021-05-25 18:01:40 - 2021-05-25 18:01:43,96.377
2021-05-25 18:01:43 - 2021-05-25 18:01:52,98.793
2021-05-25 18:01:52 - 2021-05-25 18:02:58,96.444
2021-05-25 18:02:58 - 2021-05-25 18:03:01,95.039
2021-05-25 18:03:01 - 2021-05-25 18:03:31,95.814
2021-05-25 18:03:31 - 2021-05-25 18:03:34,94.171
2021-05-25 18:03:34 - 2021-05-25 18:04:25,97.123
2021-05-25 18:04:25 - 2021-05-25 18:04:28,93.986
2021-05-25 18:04:28 - 2021-05-25 18:05:52,94.740
2021-05-25 18:05:52 - 2021-05-25 18:05:55,93.842
2021-05-25 18:05:55 - 2021-05-25 18:07:20,95.594
2021-05-25 18:07:20 - 2021-05-25 18:07:23,95.676
2021-05-25 18:07:23 - 2021-05-25 18:07:26,92.206
2021-05-25 18:07:26 - 2021-05-25 18:07:29,96.091
2021-05-25 18:07:29 - 2021-05-25 18:08:02,95.092
2021-05-25 18:09:34 - 2021-05-25 18:09:35,100.794
2021-05-25 18:09:36,88.474
2021-05-25 18:09:42 - 2021-05-25 18:09:45,97.766
2021-05-25 18:09:45 - 2021-05-25 18:09:48,96.666
2021-05-25 18:09:57 - 2021-05-25 18:10:06,98.469
2021-05-25 18:10:06 - 2021-05-25 18:10:09,96.427
2021-05-25 18:10:09 - 2021-05-25 18:10:39,98.604
2021-05-25 18:10:39 - 2021-05-25 18:10:42,96.111
2021-05-25 18:10:42 - 2021-05-25 18:11:00,98.635
2021-05-25 18:11:00 - 2021-05-25 18:11:03,97.521
2021-05-25 18:11:03 - 2021-05-25 18:11:21,98.376
2021-05-25 18:11:21 - 2021-05-25 18:11:24,99.208
2021-05-25 18:11:24 - 2021-05-25 18:13:24,101.569
2021-05-25 18:13:24 - 2021-05-25 18:13:27,101.501
2021-05-25 18:13:27 - 2021-05-25 18:16:07,103.434
2021-05-25 18:16:07 - 2021-05-25 18:16:10,103.948
2021-05-25 18:16:10 - 2021-05-25 18:16:22,102.837
2021-05-25 18:16:22 - 2021-05-25 18:16:25,101.946
2021-05-25 18:16:25 - 2021-05-25 18:16:28,101.286
2021-05-25 18:16:28 - 2021-05-25 18:16:31,102.857
2021-05-25 18:16:31 - 2021-05-25 18:17:03,103.772
2021-05-25 18:20:57 - 2021-05-25 18:21:00,73.757
2021-05-25 18:21:06 - 2021-05-25 18:21:07,0.000
2021-05-25 18:21:34 - 2021-05-25 18:22:06,91.841
2021-05-25 18:22:06 - 2021-05-25 18:22:09,91.782
2021-05-25 18:22:14 - 2021-05-25 18:22:20,103.268
2021-05-25 18:22:20 - 2021-05-25 18:22:23,103.256
2021-05-25 18:22:23 - 2021-05-25 18:22:56,102.351
2021-05-25 18:22:56 - 2021-05-25 18:22:59,104.246
2021-05-25 18:22:59 - 2021-05-25 18:23:41,107.559
2021-05-25 18:23:41 - 2021-05-25 18:23:44,107.032
2021-05-25 18:23:44 - 2021-05-25 18:24:20,106.379
2021-05-25 18:24:20 - 2021-05-25 18:24:23,106.242
2021-05-25 18:24:23 - 2021-05-25 18:24:41,106.058
2021-05-25 18:26:01 - 2021-05-25 18:27:53,105.883
2021-05-25 18:27:53 - 2021-05-25 18:28:17,104.267
2021-05-25 18:28:17 - 2021-05-25 18:28:32,100.839
2021-05-25 18:28:32 - 2021-05-25 18:28:35,96.064
2021-05-25 18:28:35 - 2021-05-25 18:29:11,105.155
2021-05-25 18:29:11 - 2021-05-25 18:29:12,102.220
2021-05-25 18:36:42 - 2021-05-25 18:37:17,92.152
2021-05-25 18:37:17 - 2021-05-25 18:37:19,89.968
2021-05-25 18:37:23 - 2021-05-25 18:41:09,107.297
2021-05-25 18:45:08 - 2021-05-25 18:45:14,92.036
2021-05-25 18:45:14 - 2021-05-25 18:45:15,0.000
2021-05-25 18:45:22 - 2021-05-25 18:47:23,104.634
2021-05-25 18:47:23 - 2021-05-25 18:47:26,105.929
2021-05-25 18:47:26 - 2021-05-25 18:47:59,106.763
2021-05-25 18:47:59 - 2021-05-25 18:48:02,107.225
2021-05-25 18:48:02 - 2021-05-25 18:48:08,106.942
2021-05-25 18:48:08 - 2021-05-25 18:48:20,106.702
2021-05-25 18:48:20 - 2021-05-25 18:49:50,106.192
2021-05-25 18:49:50 - 2021-05-25 18:50:20,108.127
